C_Code,yyear,daily_calory,prevalence_obesity,prevalence_overweight,death_rate
PLW,2008,,49.6,81.9,17.88
PLW,2009,,50.4,82.4,17.76
PLW,2010,,51.1,82.8,17.71
PLW,2011,,51.9,83.3,17.77
PLW,2012,,52.5,83.7,17.84
PLW,2013,,53.1,84.1,17.9
PLW,2014,,53.7,84.4,17.97
PLW,2015,,54.3,84.8,18.04
PLW,2016,,54.9,85.1,18.19
PAN,1990,2239,9,40.5,5.26
PAN,1991,2201,9.3,41.2,5.41
PAN,1992,2303,9.7,41.9,5.66
PAN,1993,2340,10.1,42.7,5.77
PAN,1994,2344,10.6,43.5,5.86
PAN,1995,2226,11,44.3,6.03
PAN,1996,2252,11.5,45.2,6.32
PAN,1997,2176,12,46,6.65
PAN,1998,2389,12.5,46.8,6.83
PAN,1999,2209,13.1,47.7,6.97
PAN,2000,2132,13.6,48.5,7.24
PAN,2001,2266,14.2,49.3,7.43
PAN,2002,2346,14.7,50,7.63
PAN,2003,2365,15.3,50.8,7.81
PAN,2004,2250,15.8,51.5,8.01
PAN,2005,2334,16.3,52.1,8.17
PAN,2006,2347,16.9,52.8,8.37
PAN,2007,2465,17.4,53.4,8.51
PAN,2008,2523,18,54,8.71
PAN,2009,2520,18.5,54.6,8.9
PAN,2010,2579,19,55.2,9.08
PAN,2011,2646,19.6,55.8,9.46
PAN,2012,2703,20.2,56.4,9.67
PAN,2013,2733,20.8,57,9.96
PAN,2014,2751,21.3,57.6,10.24
PAN,2015,2765,21.9,58.2,10.52
PAN,2016,2801,22.5,58.8,10.81
PNG,1990,,8,35.7,5.16
PNG,1991,,8.3,36.4,5.29
PNG,1992,,8.6,37.1,5.48
PNG,1993,,8.9,37.8,5.61
PNG,1994,,9.2,38.4,5.75
PNG,1995,,9.6,39.1,5.89
PNG,1996,,9.9,39.7,6.06
PNG,1997,,10.2,40.3,6.2
PNG,1998,,10.6,41,6.1
PNG,1999,,10.9,41.6,6.44
PNG,2000,,11.3,42.2,6.49
PNG,2001,,11.7,42.8,6.54
PNG,2002,,12.1,43.5,6.6
PNG,2003,,12.6,44.1,6.66
PNG,2004,,13,44.8,6.71
PNG,2005,,13.5,45.4,6.78
PNG,2006,,14,46.1,6.75
PNG,2007,,14.5,46.7,6.7
PNG,2008,,15,47.4,6.59
PNG,2009,,15.5,48.1,6.46
PNG,2010,,16,48.8,6.51
PNG,2011,,16.6,49.4,6.56
PNG,2012,,17.1,50.1,6.57
PNG,2013,,17.7,50.8,6.6
PNG,2014,,18.2,51.5,6.66
PNG,2015,,18.8,52.2,6.77
PNG,2016,,19.4,52.9,6.82
PRY,1990,2419,7.1,34.5,9.85
PRY,1991,2390,7.4,35.2,9.89
PRY,1992,2383,7.8,36,10.11
PRY,1993,2444,8.2,36.8,10.27
PRY,1994,2548,8.6,37.6,10.4
PRY,1995,2537,9,38.3,10.44
PRY,1996,2549,9.4,39.1,10.46
PRY,1997,2602,9.8,39.9,10.57
PRY,1998,2596,10.2,40.7,10.83
PRY,1999,2640,10.6,41.5,11.22
PRY,2000,2588,11.1,42.3,11.43
PRY,2001,2640,11.5,43,11.58
PRY,2002,2679,11.9,43.8,11.83
PRY,2003,2732,12.4,44.5,12.09
PRY,2004,2660,12.8,45.3,12.22
PRY,2005,2595,13.3,46,12.59
PRY,2006,2621,13.8,46.7,12.77
PRY,2007,2572,14.2,47.5,12.83
PRY,2008,2535,14.7,48.1,12.91
PRY,2009,2528,15.2,48.8,13.04
PRY,2010,2575,15.7,49.5,13.11
PRY,2011,2614,16.2,50.2,13.09
PRY,2012,2591,16.7,50.8,13.13
PRY,2013,2589,17.3,51.5,13.25
PRY,2014,2770,17.8,52.2,13.28
PRY,2015,2743,18.4,52.8,13.46
PRY,2016,2720,19,53.5,13.77
PER,1990,2022,9.1,42.4,5.42
PER,1991,2180,9.4,43,5.11
PER,1992,2138,9.7,43.6,5.63
PER,1993,2160,10,44.2,5.77
PER,1994,2206,10.3,44.8,5.96
PER,1995,2202,10.6,45.4,6.11
PER,1996,2274,10.9,46,6.1
PER,1997,2321,11.2,46.6,6.19
PER,1998,2258,11.6,47.2,6.27
PER,1999,2273,11.9,47.7,6.3
PER,2000,2366,12.3,48.3,6.48
PER,2001,2322,12.6,48.9,6.58
PER,2002,2337,13,49.5,6.74
PER,2003,2278,13.4,50.1,6.89
PER,2004,2296,13.8,50.7,6.99
PER,2005,2408,14.2,51.3,7.18
PER,2006,2433,14.6,51.9,7.34
PER,2007,2461,15,52.4,7.48
PER,2008,2525,15.4,53,7.75
PER,2009,2562,15.9,53.6,8.14
PER,2010,2617,16.3,54.2,8.35
PER,2011,2632,16.7,54.7,8.54
PER,2012,2682,17.2,55.3,8.64
PER,2013,2700,17.7,55.8,8.77
PER,2014,2738,18.1,56.4,8.83
PER,2015,2778,18.6,56.9,8.97
PER,2016,2748,19.1,57.5,9.09
PHL,1990,2257,1.6,15,3.26
PHL,1991,2214,1.8,15.5,3.35
PHL,1992,2246,1.9,16,3.53
PHL,1993,2207,2,16.5,3.69
PHL,1994,2313,2.1,17,3.86
PHL,1995,2289,2.2,17.4,4.04
PHL,1996,2364,2.4,17.9,4.29
PHL,1997,2343,2.5,18.3,4.57
PHL,1998,2292,2.6,18.8,4.92
PHL,1999,2359,2.8,19.2,5.36
PHL,2000,2392,2.9,19.6,5.73
PHL,2001,2373,3,20.1,6.04
PHL,2002,2393,3.2,20.5,6.31
PHL,2003,2391,3.3,21,6.52
PHL,2004,2461,3.5,21.4,6.71
PHL,2005,2472,3.6,21.9,6.86
PHL,2006,2514,3.8,22.3,6.89
PHL,2007,2570,4,22.8,7
PHL,2008,2583,4.2,23.3,7.07
PHL,2009,2595,4.4,23.8,7.16
PHL,2010,2582,4.6,24.3,7.27
PHL,2011,2572,4.8,24.8,7.43
PHL,2012,2584,5,25.3,7.8
PHL,2013,2570,5.2,25.9,8.09
PHL,2014,2508,5.5,26.4,8.68
PHL,2015,2563,5.7,27,8.99
PHL,2016,2558,6,27.6,9.13
POL,1990,3347,15.6,47.4,13.27
POL,1991,3288,15.9,47.8,13.45
POL,1992,3361,16.2,48.2,13.51
POL,1993,3425,16.5,48.6,13.52
POL,1994,3300,16.8,49,13.45
POL,1995,3320,17.1,49.3,13.5
POL,1996,3340,17.4,49.7,13.49
POL,1997,3316,17.7,50.1,13.53
POL,1998,3378,18,50.5,13.48
POL,1999,3384,18.3,50.9,13.45
POL,2000,3419,18.6,51.3,13.35
POL,2001,3421,18.9,51.7,13.26
POL,2002,3429,19.2,52.1,13.16
POL,2003,3421,19.6,52.5,13.14
POL,2004,3380,19.9,53,13.13
POL,2005,3370,20.3,53.4,13.14
POL,2006,3353,20.7,53.8,13.19
POL,2007,3364,21.1,54.3,13.22
POL,2008,3346,21.6,54.7,13.24
POL,2009,3418,22,55.2,13.29
POL,2010,3413,22.5,55.6,13.3
POL,2011,3443,22.9,56.1,13.32
POL,2012,3443,23.4,56.5,13.37
POL,2013,3451,24,57,13.39
POL,2014,3414,24.5,57.4,13.39
POL,2015,3373,25,57.8,13.48
POL,2016,3451,25.6,58.3,13.51
PRT,1990,3403,10.2,40.8,7.56
PRT,1991,3429,10.6,41.5,7.84
PRT,1992,3405,10.9,42.2,8.08
PRT,1993,3460,11.3,42.9,8.31
PRT,1994,3489,11.8,43.6,8.43
PRT,1995,3456,12.2,44.3,8.53
PRT,1996,3507,12.6,45.1,8.6
PRT,1997,3388,13.1,45.8,8.68
PRT,1998,3508,13.6,46.5,8.74
PRT,1999,3561,14.1,47.2,8.78
PRT,2000,3544,14.6,47.9,8.86
PRT,2001,3538,15.1,48.6,8.97
PRT,2002,3534,15.6,49.3,9.04
PRT,2003,3523,16.1,49.9,9.08
PRT,2004,3535,16.6,50.6,9.06
PRT,2005,3531,17.1,51.2,9.03
PRT,2006,3521,17.7,51.8,8.93
PRT,2007,3530,18.2,52.4,8.84
PRT,2008,3538,18.8,53,8.78
PRT,2009,3507,19.3,53.6,8.71
PRT,2010,3498,19.9,54.2,8.67
PRT,2011,3477,20.4,54.8,8.62
PRT,2012,3473,21,55.4,8.58
PRT,2013,3477,21.5,55.9,8.56
PRT,2014,3377,22.1,56.5,8.55
PRT,2015,3437,22.7,57,8.51
PRT,2016,3381,23.2,57.5,8.52
QAT,1990,,19.6,56.5,19.88
QAT,1991,,20.2,57.2,20.04
QAT,1992,,20.8,57.9,20.28
QAT,1993,,21.3,58.5,20.64
QAT,1994,,21.9,59.2,20.73
QAT,1995,,22.5,59.9,20.73
QAT,1996,,23.2,60.5,21.14
QAT,1997,,23.9,61.1,21.41
QAT,1998,,24.6,61.7,21.61
QAT,1999,,25.3,62.3,21.86
QAT,2000,,26,62.9,22.2
QAT,2001,,26.7,63.5,22.51
QAT,2002,,27.5,64,22.94
QAT,2003,,28.1,64.6,23.38
QAT,2004,,28.4,65.1,23.81
QAT,2005,,28.5,65.6,24.21
QAT,2006,,28.4,66.1,24.38
QAT,2007,,28.5,66.6,24.51
QAT,2008,,28.7,67.2,24.45
QAT,2009,,29,67.7,24.71
QAT,2010,,29.5,68.3,24.83
QAT,2011,,30,68.9,24.73
QAT,2012,,30.6,69.5,24.67
QAT,2013,,31.3,70,24.75
QAT,2014,,32,70.6,24.53
QAT,2015,,32.9,71.1,23.49
QAT,2016,,33.9,71.7,23.38
ROU,1990,3127,13.6,45,12.33
ROU,1991,2922,14,45.6,12.65
ROU,1992,2835,14.3,46.2,12.9
ROU,1993,3000,14.7,46.7,13.11
ROU,1994,2931,15,47.2,13.3
ROU,1995,3027,15.4,47.7,13.55
ROU,1996,3056,15.7,48.1,13.69
ROU,1997,3046,16,48.5,13.8
ROU,1998,3068,16.3,48.9,13.87
ROU,1999,3081,16.6,49.4,13.96
ROU,2000,3141,17,49.8,14.06
ROU,2001,3239,17.3,50.2,14.32
ROU,2002,3319,17.6,50.6,14.54
ROU,2003,3365,18,51,14.72
ROU,2004,3354,18.3,51.5,14.8
ROU,2005,3396,18.7,52,14.99
ROU,2006,3430,19.1,52.5,15.13
ROU,2007,3375,19.6,53,15.32
ROU,2008,3402,20,53.5,15.46
ROU,2009,3379,20.5,54,15.57
ROU,2010,3325,21,54.5,15.57
ROU,2011,3339,21.5,55,15.5
ROU,2012,3341,22.1,55.6,15.49
ROU,2013,3358,22.7,56.1,15.45
ROU,2014,3417,23.3,56.6,15.43
ROU,2015,3476,23.9,57.1,15.42
ROU,2016,3525,24.5,57.7,15.43
RUS,1992,2925,19,49.5,11.85
RUS,1993,2972,19.2,49.7,12.1
RUS,1994,2918,19.4,50,12.32
RUS,1995,2893,19.6,50.2,12.3
RUS,1996,2787,19.8,50.5,12.34
RUS,1997,2856,20,50.7,12.42
RUS,1998,2863,20.2,51,12.48
RUS,1999,2889,20.3,51.2,12.61
RUS,2000,2877,20.5,51.5,12.77
RUS,2001,2954,20.7,51.8,13
RUS,2002,3025,20.9,52.1,13.24
RUS,2003,3064,21.1,52.4,13.45
RUS,2004,3113,21.4,52.8,13.53
RUS,2005,3204,21.6,53.1,13.68
RUS,2006,3247,21.9,53.5,13.74
RUS,2007,3309,22.2,53.8,13.89
RUS,2008,3312,22.5,54.2,14.17
RUS,2009,3273,22.8,54.5,14.37
RUS,2010,3302,23.2,54.9,14.57
RUS,2011,3331,23.5,55.3,14.63
RUS,2012,3366,23.9,55.6,14.61
RUS,2013,3361,24.4,56,14.66
RUS,2014,3365,24.8,56.3,14.77
RUS,2015,3353,25.2,56.7,14.88
RUS,2016,3339,25.7,57.1,14.98
RUS,1990,,18.5,49,11.72
RUS,1991,,18.7,49.2,11.78
RWA,1990,1819,0.9,11.4,2.35
RWA,1991,1951,1,11.8,2.32
RWA,1992,1891,1,12.1,2.19
RWA,1993,1938,1.1,12.5,2.03
RWA,1994,1862,1.2,12.9,0.42
RWA,1995,1814,1.2,13.4,2.04
RWA,1996,1771,1.3,13.8,2.12
RWA,1997,1723,1.4,14.3,2.04
RWA,1998,1739,1.5,14.8,2.06
RWA,1999,1739,1.6,15.3,2.08
RWA,2000,1857,1.7,15.8,2.07
RWA,2001,1912,1.9,16.3,2.06
RWA,2002,2094,2,16.8,2.17
RWA,2003,2004,2.1,17.4,2.27
RWA,2004,1969,2.2,17.9,2.42
RWA,2005,2037,2.4,18.5,2.59
RWA,2006,2044,2.5,19.1,2.78
RWA,2007,2053,2.7,19.6,2.96
RWA,2008,2101,2.9,20.2,3.12
RWA,2009,2196,3.1,20.8,3.26
RWA,2010,2198,3.3,21.4,3.5
RWA,2011,2213,3.5,22,3.71
RWA,2012,2270,3.8,22.6,3.94
RWA,2013,2228,4,23.2,4.21
RWA,2014,2214,4.3,23.8,4.42
RWA,2015,2185,4.5,24.5,4.61
RWA,2016,2211,4.8,25.1,4.77
KNA,1990,2498,9.7,35.4,12.31
KNA,1991,2518,10.1,35.9,12.47
KNA,1992,2506,10.4,36.5,12.63
KNA,1993,2408,10.8,37.1,12.76
KNA,1994,2432,11.2,37.7,12.87
KNA,1995,2493,11.6,38.3,13.09
KNA,1996,2514,12,38.9,13.15
KNA,1997,2415,12.4,39.5,13.1
KNA,1998,2399,12.9,40.2,12.95
KNA,1999,2384,13.4,40.8,13.02
KNA,2000,2514,13.8,41.4,13.03
KNA,2001,2539,14.3,42.1,13.03
KNA,2002,2514,14.8,42.7,13.03
KNA,2003,2463,15.3,43.3,13.04
KNA,2004,2466,15.8,44,13.35
KNA,2005,2406,16.3,44.7,13.38
KNA,2006,2427,16.8,45.3,13.36
KNA,2007,2454,17.4,46,13.31
KNA,2008,2513,17.9,46.7,12.62
KNA,2009,2492,18.5,47.3,12.53
KNA,2010,2487,19.1,48,12.6
KNA,2011,2470,19.7,48.7,12.65
KNA,2012,2477,20.4,49.4,12.7
KNA,2013,2492,21,50.2,12.71
KNA,2014,2511,21.7,50.9,12.76
KNA,2015,2520,22.4,51.6,12.78
KNA,2016,2730,23.1,52.3,12.88
LCA,1990,2497,8.2,32.5,10.32
LCA,1991,2568,8.5,33.2,10.72
LCA,1992,2687,8.9,33.8,11.07
LCA,1993,2682,9.3,34.5,11.3
LCA,1994,2727,9.6,35.1,11.46
LCA,1995,2669,10,35.8,11.8
LCA,1996,2672,10.4,36.5,11.9
LCA,1997,2735,10.7,37.1,11.93
LCA,1998,2684,11.1,37.7,12.08
LCA,1999,2708,11.5,38.4,12.21
LCA,2000,2709,11.9,39,12.24
LCA,2001,2610,12.3,39.7,12.19
LCA,2002,2677,12.6,40.2,12.14
LCA,2003,2640,13,40.8,12.25
LCA,2004,2649,13.3,41.3,12.36
LCA,2005,2653,13.7,41.8,12.48
LCA,2006,2631,14.2,42.3,12.52
LCA,2007,2589,14.7,42.7,12.44
LCA,2008,2555,15.3,43.2,12.48
LCA,2009,2581,15.8,43.7,12.48
LCA,2010,2596,16.3,44.1,12.36
LCA,2011,2583,16.9,44.7,12.57
LCA,2012,2579,17.4,45.3,12.54
LCA,2013,2595,17.9,45.9,12.56
LCA,2014,2618,18.5,46.6,12.69
LCA,2015,2608,19.2,47.3,12.83
LCA,2016,2623,19.8,48.1,13
VCT,1990,2331,8.8,35.4,9.32
VCT,1991,2367,9.2,36.2,9.65
VCT,1992,2354,9.6,36.9,9.92
VCT,1993,2457,10,37.6,10.19
VCT,1994,2329,10.4,38.4,10.46
VCT,1995,2327,10.8,39.1,10.67
VCT,1996,2329,11.3,39.9,10.77
VCT,1997,2314,11.8,40.6,10.9
VCT,1998,2375,12.3,41.4,11.13
VCT,1999,2468,12.8,42.1,11.27
VCT,2000,2498,13.3,42.9,11.42
VCT,2001,2474,13.9,43.6,11.71
VCT,2002,2658,14.4,44.4,11.84
VCT,2003,2685,15,45.1,12.31
VCT,2004,2712,15.6,45.9,12.48
VCT,2005,2781,16.2,46.7,12.49
VCT,2006,2800,16.8,47.4,12.52
VCT,2007,2832,17.4,48.2,12.63
VCT,2008,2868,18.1,49,12.84
VCT,2009,2873,18.7,49.7,13.1
VCT,2010,2907,19.4,50.5,13.36
VCT,2011,2941,20.1,51.2,13.68
VCT,2012,2929,20.8,52,13.89
VCT,2013,2968,21.5,52.7,13.86
VCT,2014,2945,22.3,53.5,14.14
VCT,2015,2939,23,54.2,14.12
VCT,2016,2953,23.8,55,14.32
WSM,1990,2580,25.8,63.7,16.47
WSM,1991,2571,26.5,64.3,16.6
WSM,1992,2442,27.3,64.9,16.9
WSM,1993,2344,28.1,65.6,17.08
WSM,1994,2397,29,66.2,17.27
WSM,1995,2465,29.8,66.8,17.46
WSM,1996,2503,30.6,67.4,17.69
WSM,1997,2553,31.4,68,17.96
WSM,1998,2614,32.3,68.6,18.26
WSM,1999,2708,33.1,69.2,18.54
WSM,2000,2772,34,69.8,18.8
WSM,2001,2821,34.8,70.4,19.05
WSM,2002,2817,35.7,71,19.29
WSM,2003,2830,36.6,71.5,19.45
WSM,2004,2882,37.4,72.1,19.59
WSM,2005,2894,38.2,72.6,19.6
WSM,2006,2860,38.9,73.1,19.62
WSM,2007,2851,39.6,73.6,19.43
WSM,2008,2914,40.3,74.1,19.2
WSM,2009,2881,41,74.5,17.53
WSM,2010,2911,41.7,75,18.86
WSM,2011,2883,42.3,75.4,18.81
WSM,2012,2962,42.9,75.9,18.62
WSM,2013,2960,43.6,76.3,18.69
WSM,2014,2974,44.2,76.8,18.66
WSM,2015,2972,44.8,77.2,18.67
WSM,2016,3001,45.5,77.6,18.79
STP,1990,2214,2.9,17.9,4.28
STP,1991,2228,3.1,18.5,4.41
STP,1992,2185,3.3,19.1,4.53
STP,1993,2193,3.5,19.8,4.71
STP,1994,2229,3.7,20.4,4.81
STP,1995,2109,4,21,4.97
STP,1996,2167,4.2,21.7,5.15
STP,1997,2187,4.4,22.4,5.36
STP,1998,2220,4.6,23.1,5.59
STP,1999,2238,4.8,23.8,5.79
STP,2000,2379,5,24.5,5.99
STP,2001,2404,5.2,25.2,6.21
STP,2002,2460,5.5,25.9,6.44
STP,2003,2506,5.7,26.6,6.56
STP,2004,2513,6,27.3,6.83
STP,2005,2546,6.3,28,6.73
STP,2006,2554,6.6,28.7,7.1
STP,2007,2511,6.9,29.4,7.34
STP,2008,2466,7.3,30.1,7.41
STP,2009,2435,7.7,30.7,7.77
STP,2010,2368,8,31.4,8.08
STP,2011,2331,8.4,32.1,8.13
STP,2012,2338,8.9,32.7,8.24
STP,2013,2400,9.3,33.4,8.48
STP,2014,2381,9.7,34.1,8.85
STP,2015,2369,10.2,34.7,9.04
STP,2016,2413,10.6,35.4,9.22
SAU,1990,2867,17.3,53.9,11.16
SAU,1991,2865,18,54.7,11.85
SAU,1992,2780,18.7,55.4,12.45
SAU,1993,2742,19.4,56.1,13
SAU,1994,2703,20.1,56.9,13.52
SAU,1995,2849,20.8,57.6,14
SAU,1996,2913,21.4,58.3,14.48
SAU,1997,2976,21.9,59,14.88
SAU,1998,3011,22.4,59.7,15.33
SAU,1999,3072,22.9,60.4,15.74
SAU,2000,3111,23.4,61,16.2
SAU,2001,3080,24,61.5,16.58
SAU,2002,3021,24.6,62,16.98
SAU,2003,3003,25.2,62.5,17.36
SAU,2004,2959,25.8,63,17.72
SAU,2005,2991,26.5,63.6,18.14
SAU,2006,3045,27.1,64.1,18.49
SAU,2007,3046,27.8,64.7,18.79
SAU,2008,3014,28.5,65.2,19.06
SAU,2009,3007,29.2,65.8,19.28
SAU,2010,3124,30,66.4,19.47
SAU,2011,3103,30.8,66.9,19.61
SAU,2012,3269,31.6,67.5,19.74
SAU,2013,3255,32.4,68.1,19.96
SAU,2014,3274,33.3,68.6,20.13
SAU,2015,3291,34.1,69.1,20.21
SAU,2016,3312,35,69.7,20.55
SEN,1990,2237,2.6,16.2,3.42
SEN,1991,2240,2.7,16.6,3.51
SEN,1992,2108,2.8,17,3.54
SEN,1993,2227,2.9,17.4,3.57
SEN,1994,2149,3,17.8,3.63
SEN,1995,2167,3.1,18.2,3.58
SEN,1996,2107,3.2,18.7,3.59
SEN,1997,2114,3.4,19.1,3.59
SEN,1998,2107,3.5,19.5,3.66
SEN,1999,2154,3.7,20,3.76
SEN,2000,2164,3.8,20.4,3.79
SEN,2001,2174,4,20.9,4.47
SEN,2002,2144,4.1,21.3,4.56
SEN,2003,2223,4.3,21.8,4.54
SEN,2004,2248,4.5,22.3,4.75
SEN,2005,2237,4.7,22.7,4.87
SEN,2006,2310,4.9,23.2,4.96
SEN,2007,2342,5.1,23.7,5.18
SEN,2008,2439,5.3,24.2,5.44
SEN,2009,2446,5.5,24.7,5.75
SEN,2010,2435,5.7,25.2,5.55
SEN,2011,2428,6,25.7,5.75
SEN,2012,2443,6.2,26.2,5.83
SEN,2013,2456,6.5,26.8,6.05
SEN,2014,2438,6.8,27.3,6.34
SEN,2015,2439,7.1,27.8,6.5
SEN,2016,2540,7.4,28.4,6.74
SRB,2006,2750,18.8,52.3,14.74
SRB,2007,2714,19.2,52.8,14.79
SRB,2008,2722,19.7,53.3,14.9
SRB,2009,2760,20.2,53.8,14.86
SRB,2010,2725,20.6,54.3,14.87
SRB,2011,2733,21.1,54.8,14.91
SRB,2012,2717,21.6,55.2,15.03
SRB,2013,2728,22,55.7,14.81
SRB,2014,2807,22.5,56.2,14.88
SRB,2015,2792,23,56.7,15.05
SRB,2016,2811,23.5,57.1,15.1
SRB,1990,,13.1,44.4,14.12
SRB,1991,,13.4,44.9,13.81
SRB,1992,,13.7,45.4,14.26
SRB,1993,,14.1,45.9,14.46
SRB,1994,,14.4,46.3,14.56
SRB,1995,,14.8,46.8,14.76
SRB,1996,,15.1,47.3,14.91
SRB,1997,,15.4,47.8,15.01
SRB,1998,,15.8,48.3,14.51
SRB,1999,,16.1,48.8,13.53
SRB,2000,,16.5,49.3,14.78
SRB,2001,,16.8,49.7,14.66
SRB,2002,,17.2,50.2,14.56
SRB,2003,,17.5,50.7,14.59
SRB,2004,,17.9,51.3,14.63
SRB,2005,,18.4,51.8,14.74
SYC,1990,,5.6,24.2,7.58
SYC,1991,,5.8,24.6,7.69
SYC,1992,,6.1,25,7.82
SYC,1993,,6.3,25.4,7.92
SYC,1994,,6.5,25.8,8.09
SYC,1995,,6.7,26.2,8.25
SYC,1996,,7,26.7,8.4
SYC,1997,,7.2,27.1,8.5
SYC,1998,,7.5,27.6,8.72
SYC,1999,,7.8,28,8.89
SYC,2000,,8.1,28.5,9.04
SYC,2001,,8.4,29,9.13
SYC,2002,,8.6,29.4,9.19
SYC,2003,,8.9,29.9,9.23
SYC,2004,,9.3,30.4,9.23
SYC,2005,,9.7,30.9,9.14
SYC,2006,,10,31.4,9.04
SYC,2007,,10.4,31.9,9
SYC,2008,,10.7,32.4,8.92
SYC,2009,,11.1,32.9,8.72
SYC,2010,,11.7,33.4,8.69
SYC,2011,,12.1,34,8.75
SYC,2012,,12.5,34.5,8.76
SYC,2013,,12.9,35.1,8.84
SYC,2014,,13.4,35.7,8.98
SYC,2015,,14.1,36.2,9.09
SYC,2016,,14.6,36.8,9.28
SLE,1990,1950,2.4,15.4,1.74
SLE,1991,1991,2.6,15.8,1.71
SLE,1992,2018,2.7,16.2,1.78
SLE,1993,2038,2.8,16.6,1.82
SLE,1994,2116,2.9,17,1.78
SLE,1995,2136,3,17.4,1.8
SLE,1996,2177,3.1,17.8,1.89
SLE,1997,2203,3.3,18.2,1.9
SLE,1998,2153,3.4,18.7,1.84
SLE,1999,2069,3.6,19.1,1.9
SLE,2000,1990,3.7,19.6,2.04
SLE,2001,1995,3.9,20,2.12
SLE,2002,2045,4.1,20.5,2.17
SLE,2003,2032,4.2,21,2.23
SLE,2004,2024,4.4,21.5,2.3
SLE,2005,2082,4.6,22,2.38
SLE,2006,2155,4.8,22.5,2.45
SLE,2007,2194,5.1,23,2.56
SLE,2008,2197,5.3,23.5,2.64
SLE,2009,2251,5.5,24,2.77
SLE,2010,2275,5.8,24.5,2.94
SLE,2011,2335,6,25,3.07
SLE,2012,2374,6.3,25.5,3.23
SLE,2013,2404,6.6,26.1,3.39
SLE,2014,2301,6.9,26.6,3.31
SLE,2015,2314,7.2,27.2,3.57
SLE,2016,2316,7.5,27.7,3.83
SGP,1990,,3.4,25.5,4.57
SGP,1991,,3.5,25.7,4.72
SGP,1992,,3.6,25.9,4.88
SGP,1993,,3.7,26.2,5.04
SGP,1994,,3.9,26.4,5.16
SGP,1995,,4,26.6,5.28
SGP,1996,,4.1,26.8,5.38
SGP,1997,,4.2,27.1,5.49
SGP,1998,,4.3,27.3,5.62
SGP,1999,,4.5,27.5,5.8
SGP,2000,,4.6,27.7,5.97
SGP,2001,,4.7,28,6.16
SGP,2002,,4.8,28.2,6.24
SGP,2003,,4.9,28.5,6.32
SGP,2004,,5.1,28.7,6.42
SGP,2005,,5.2,28.9,6.5
SGP,2006,,5.3,29.2,6.58
SGP,2007,,5.4,29.4,6.66
SGP,2008,,5.6,29.7,6.73
SGP,2009,,5.7,29.9,6.71
SGP,2010,,5.8,30.2,6.73
SGP,2011,,5.9,30.4,6.75
SGP,2012,,6.1,30.7,6.75
SGP,2013,,6.2,31,6.77
SGP,2014,,6.3,31.2,6.82
SGP,2015,,6.5,31.5,6.91
SGP,2016,,6.6,31.8,6.97
SVK,1993,2790,14,47.1,14.5
SVK,1994,2979,14.3,47.5,14.64
SVK,1995,2835,14.6,47.9,14.83
SVK,1996,2906,14.8,48.3,14.96
SVK,1997,2904,15.1,48.6,15.26
SVK,1998,2939,15.3,49,15.41
SVK,1999,2883,15.6,49.4,15.6
SVK,2000,2778,15.9,49.8,15.6
SVK,2001,2785,16.2,50.1,15.73
SVK,2002,2800,16.5,50.5,15.68
SVK,2003,2790,16.9,50.9,15.67
SVK,2004,2817,17.2,51.3,15.62
SVK,2005,2841,17.6,51.7,15.55
SVK,2006,2833,17.9,52.1,15.49
SVK,2007,2794,18.3,52.5,15.46
SVK,2008,2864,18.7,52.9,15.3
SVK,2009,2899,19.1,53.3,15.21
SVK,2010,2950,19.5,53.7,15.06
SVK,2011,2941,20,54.1,15.02
SVK,2012,2901,20.4,54.5,14.92
SVK,2013,2944,20.9,54.9,14.9
SVK,2014,2823,21.4,55.3,14.88
SVK,2015,2718,21.9,55.8,15.01
SVK,2016,2831,22.4,56.2,15.04
SVK,1990,,13.2,45.7,13.96
SVK,1991,,13.5,46.2,14.12
SVK,1992,,13.8,46.7,14.28
SVN,1992,2591,13.7,45.6,11.1
SVN,1993,2781,14,46,11.26
SVN,1994,2840,14.3,46.4,11.36
SVN,1995,2907,14.6,46.8,11.4
SVN,1996,3048,14.9,47.2,11.47
SVN,1997,2927,15.2,47.7,11.57
SVN,1998,2845,15.5,48.1,11.63
SVN,1999,3062,15.8,48.5,11.63
SVN,2000,3056,16.1,49,11.67
SVN,2001,3055,16.4,49.4,11.72
SVN,2002,3081,16.8,49.8,11.71
SVN,2003,3113,17.1,50.3,11.72
SVN,2004,3158,17.5,50.7,11.77
SVN,2005,3071,17.9,51.2,11.74
SVN,2006,3120,18.2,51.6,11.7
SVN,2007,3143,18.6,52.1,11.63
SVN,2008,3156,19,52.5,11.6
SVN,2009,3179,19.4,53,11.65
SVN,2010,3176,19.8,53.5,11.68
SVN,2011,3165,20.2,53.9,11.73
SVN,2012,3160,20.6,54.4,11.81
SVN,2013,3168,21.1,54.8,11.86
SVN,2014,3203,21.6,55.2,11.92
SVN,2015,3164,22,55.7,11.98
SVN,2016,3164,22.5,56.1,11.95
SVN,1990,,13,44.7,10.61
SVN,1991,,13.4,45.2,10.85
SLB,1990,2111,7.9,35.6,7.94
SLB,1991,2175,8.2,36.4,8.2
SLB,1992,2177,8.5,37.1,8.54
SLB,1993,2161,8.8,37.8,8.83
SLB,1994,2288,9.2,38.6,9.15
SLB,1995,2381,9.5,39.3,9.44
SLB,1996,2307,9.8,40,9.76
