C_Code,yyear,daily_calory,prevalence_obesity,prevalence_overweight,death_rate
DJI,2012,2545,10.8,36.8,4.26
DJI,2013,2607,11.1,37.2,4.45
DJI,2014,2581,11.5,37.7,4.58
DJI,2015,2665,11.8,38.1,4.78
DJI,2016,2631,12.2,38.6,4.96
DMA,1990,2963,12.8,41.6,12.3
DMA,1991,2904,13.5,42.7,12.6
DMA,1992,2872,14.1,43.7,12.72
DMA,1993,2856,14.7,44.6,12.89
DMA,1994,2872,15.4,45.5,13.11
DMA,1995,2943,15.9,46.3,13.28
DMA,1996,2897,16.5,47.1,13.49
DMA,1997,2930,17.1,47.8,13.64
DMA,1998,2913,17.6,48.5,13.48
DMA,1999,2928,18.2,49.1,13.86
DMA,2000,3063,18.7,49.8,13.92
DMA,2001,3040,19.2,50.4,14.09
DMA,2002,2984,19.7,51.1,14.3
DMA,2003,3006,20.3,51.7,14.42
DMA,2004,2957,20.8,52.4,14.46
DMA,2005,2924,21.4,53.1,14.5
DMA,2006,2917,21.9,53.7,14.5
DMA,2007,3042,22.5,54.4,14.38
DMA,2008,3021,23.1,55.1,14.51
DMA,2009,3037,23.7,55.7,14.48
DMA,2010,2985,24.3,56.4,14.43
DMA,2011,2962,24.9,57.1,14.61
DMA,2012,2949,25.6,57.7,14.79
DMA,2013,2931,26.2,58.4,14.84
DMA,2014,2962,26.8,59,14.86
DMA,2015,3013,27.5,59.7,14.18
DMA,2016,2992,28.2,60.3,14.93
DOM,1990,2069,9.9,38.4,6.22
DOM,1991,2142,10.3,39.1,6.22
DOM,1992,2141,10.7,39.8,6.24
DOM,1993,2220,11.1,40.5,6.32
DOM,1994,2252,11.5,41.2,6.3
DOM,1995,2256,11.9,42,6.31
DOM,1996,2175,12.4,42.8,6.37
DOM,1997,2153,12.9,43.6,6.53
DOM,1998,2141,13.5,44.4,6.6
DOM,1999,2149,14,45.3,6.67
DOM,2000,2224,14.6,46.1,6.68
DOM,2001,2258,15.2,47.1,6.87
DOM,2002,2285,15.9,48,7.29
DOM,2003,2143,16.5,48.9,7.76
DOM,2004,2216,17.2,49.9,8.12
DOM,2005,2328,17.9,50.8,8.62
DOM,2006,2367,18.7,51.8,9.12
DOM,2007,2403,19.4,52.8,9.49
DOM,2008,2352,20.2,53.8,9.85
DOM,2009,2392,21,54.8,10.04
DOM,2010,2532,21.8,55.7,10.17
DOM,2011,2562,22.7,56.7,10.33
DOM,2012,2573,23.5,57.6,10.62
DOM,2013,2614,24.3,58.5,11.02
DOM,2014,2767,25.2,59.4,11.46
DOM,2015,2747,26,60.3,11.8
DOM,2016,2836,26.9,61.2,12.14
ECU,1990,2256,8.3,39.3,9
ECU,1991,2194,8.6,40.1,9.4
ECU,1992,2321,9,40.8,9.67
ECU,1993,2321,9.3,41.5,9.79
ECU,1994,2408,9.7,42.2,10.12
ECU,1995,2310,10.1,42.9,10.19
ECU,1996,2299,10.4,43.6,10.34
ECU,1997,2331,10.8,44.3,10.31
ECU,1998,2250,11.2,45,10.42
ECU,1999,2330,11.6,45.7,10.54
ECU,2000,2285,12,46.4,10.76
ECU,2001,2217,12.4,47,10.74
ECU,2002,2238,12.9,47.7,11.32
ECU,2003,2202,13.3,48.3,11.69
ECU,2004,2226,13.7,49,11.84
ECU,2005,2248,14.1,49.6,12.03
ECU,2006,2229,14.6,50.2,12.11
ECU,2007,2213,15,50.8,12.16
ECU,2008,2297,15.4,51.4,12.23
ECU,2009,2290,15.9,52,12.39
ECU,2010,2348,16.3,52.5,12.48
ECU,2011,2376,16.8,53.1,12.62
ECU,2012,2347,17.3,53.7,13.02
ECU,2013,2344,17.8,54.3,13.2
ECU,2014,2612,18.3,54.8,13.36
ECU,2015,2622,18.8,55.4,13.59
ECU,2016,2596,19.3,56,13.78
EGY,1990,3181,16.5,47.3,13
EGY,1991,3171,16.9,47.8,13.43
EGY,1992,3175,17.3,48.4,13.8
EGY,1993,3197,17.8,49,14.29
EGY,1994,3259,18.2,49.5,14.66
EGY,1995,3315,18.7,50.1,14.93
EGY,1996,3332,19.1,50.7,15.51
EGY,1997,3361,19.5,51.3,15.98
EGY,1998,3339,20,51.9,16.28
EGY,1999,3356,20.5,52.5,16.52
EGY,2000,3368,20.9,53.1,16.69
EGY,2001,3409,21.4,53.7,17.08
EGY,2002,3434,21.9,54.3,17.26
EGY,2003,3379,22.4,55,17.26
EGY,2004,3309,22.9,55.6,17.35
EGY,2005,3367,23.4,56.3,17.64
EGY,2006,3389,24,56.9,18.07
EGY,2007,3445,24.6,57.6,18.25
EGY,2008,3490,25.2,58.2,18.46
EGY,2009,3441,25.8,58.9,18.71
EGY,2010,3507,26.5,59.5,18.99
EGY,2011,3549,27.2,60.2,19.06
EGY,2012,3561,27.9,60.8,19.4
EGY,2013,3522,28.7,61.5,19.56
EGY,2014,3388,29.5,62.2,19.96
EGY,2015,3388,30.2,62.8,20.22
EGY,2016,3336,31.1,63.5,20.59
SLV,1990,2308,9.2,39.8,6.64
SLV,1991,2406,9.6,40.6,6.77
SLV,1992,2410,10,41.5,7.26
SLV,1993,2384,10.5,42.3,7.5
SLV,1994,2379,10.9,43.2,7.72
SLV,1995,2392,11.4,44,7.74
SLV,1996,2404,11.9,44.9,8.08
SLV,1997,2428,12.5,45.8,8.4
SLV,1998,2432,13,46.7,8.73
SLV,1999,2411,13.6,47.6,9.26
SLV,2000,2541,14.1,48.5,9.6
SLV,2001,2628,14.7,49.4,9.77
SLV,2002,2643,15.2,50.2,10.4
SLV,2003,2597,15.8,51,10.71
SLV,2004,2567,16.3,51.8,11.18
SLV,2005,2571,16.8,52.5,11.42
SLV,2006,2577,17.3,53.3,11.64
SLV,2007,2566,17.8,54,11.81
SLV,2008,2574,18.3,54.7,11.92
SLV,2009,2574,18.8,55.4,12.11
SLV,2010,2515,19.4,56,12.29
SLV,2011,2537,19.9,56.7,12.59
SLV,2012,2559,20.4,57.4,11.72
SLV,2013,2577,20.9,58,12.05
SLV,2014,2586,21.5,58.7,12.26
SLV,2015,2584,22.1,59.3,12.21
SLV,2016,2621,22.7,59.9,13.26
GNQ,1990,,2.1,14.6,1.84
GNQ,1991,,2.2,15.1,1.85
GNQ,1992,,2.4,15.6,1.89
GNQ,1993,,2.6,16.1,1.96
GNQ,1994,,2.8,16.6,2.04
GNQ,1995,,3,17.1,2.16
GNQ,1996,,3.2,17.6,2.34
GNQ,1997,,3.4,18,2.61
GNQ,1998,,3.6,18.5,2.93
GNQ,1999,,3.8,18.9,3.31
GNQ,2000,,3.9,19.3,3.69
GNQ,2001,,4.1,19.7,4.14
GNQ,2002,,4.3,20.1,4.67
GNQ,2003,,4.4,20.5,5.26
GNQ,2004,,4.6,20.9,5.87
GNQ,2005,,4.8,21.3,6.31
GNQ,2006,,5,21.8,6.84
GNQ,2007,,5.2,22.2,7.21
GNQ,2008,,5.3,22.7,7.59
GNQ,2009,,5.6,23.1,8.05
GNQ,2010,,5.8,23.6,8.3
GNQ,2011,,6,24.1,8.47
GNQ,2012,,6.2,24.6,8.71
GNQ,2013,,6.5,25.1,9.08
GNQ,2014,,6.8,25.6,9.37
GNQ,2015,,7.1,26.1,9.47
GNQ,2016,,7.4,26.7,9.72
ERI,1990,,1.1,11.6,1.28
ERI,1991,,1.1,11.9,1.23
ERI,1992,,1.2,12.3,1.62
ERI,1993,,1.3,12.6,1.71
ERI,1994,,1.3,12.9,1.81
ERI,1995,,1.4,13.2,1.93
ERI,1996,,1.5,13.6,2.04
ERI,1997,,1.6,13.9,2.2
ERI,1998,,1.6,14.2,2.33
ERI,1999,,1.7,14.6,2.03
ERI,2000,,1.8,14.9,2.64
ERI,2001,,1.8,15.3,2.83
ERI,2002,,1.9,15.6,3.04
ERI,2003,,2,16,3.2
ERI,2004,,2.1,16.4,3.35
ERI,2005,,2.2,16.8,3.44
ERI,2006,,2.3,17.2,3.52
ERI,2007,,2.4,17.7,3.58
ERI,2008,,2.6,18.1,3.63
ERI,2009,,2.7,18.5,3.68
ERI,2010,,2.9,19,3.74
ERI,2011,,3,19.5,3.83
ERI,2012,,3.2,20,3.99
ERI,2013,,3.4,20.5,4.16
ERI,2014,,3.6,21,4.33
ERI,2015,,3.8,21.5,4.5
ERI,2016,,4.1,22,4.64
EST,1992,2516,17.4,48.9,11.85
EST,1993,2576,17.7,49.2,12.01
EST,1994,2694,17.9,49.4,12.04
EST,1995,2923,18.2,49.6,12.22
EST,1996,3061,18.4,49.8,12.26
EST,1997,3013,18.6,50,12.38
EST,1998,2962,18.7,50.3,12.61
EST,1999,3110,18.9,50.5,12.72
EST,2000,3050,19.1,50.8,12.92
EST,2001,3046,19.3,51,13.1
EST,2002,3043,19.5,51.3,13.34
EST,2003,3074,19.7,51.6,13.66
EST,2004,3080,19.9,51.9,14.01
EST,2005,3167,20.2,52.2,14.35
EST,2006,3203,20.4,52.5,14.7
EST,2007,3222,20.7,52.8,15.16
EST,2008,3313,21,53.1,15.72
EST,2009,3348,21.3,53.5,16.17
EST,2010,3310,21.6,53.8,16.57
EST,2011,3289,22,54.1,16.97
EST,2012,3232,22.3,54.4,17.3
EST,2013,3253,22.7,54.8,17.81
EST,2014,3210,23,55.1,17.98
EST,2015,3171,23.4,55.4,18.22
EST,2016,3142,23.8,55.8,18.34
EST,1990,,16.9,48.5,11.88
EST,1991,,17.2,48.7,11.92
SWZ,1990,2332,6.7,24.9,12.04
SWZ,1991,2285,6.9,25.4,12.34
SWZ,1992,2322,7.2,25.8,12.47
SWZ,1993,2282,7.4,26.3,12.47
SWZ,1994,2303,7.6,26.7,12.33
SWZ,1995,2213,7.8,27.2,12.11
SWZ,1996,2217,8.1,27.7,11.65
SWZ,1997,2156,8.3,28.2,11.21
SWZ,1998,2176,8.5,28.7,10.8
SWZ,1999,2265,8.8,29.3,10.5
SWZ,2000,2351,9,29.8,10.35
SWZ,2001,2314,9.3,30.3,10.17
SWZ,2002,2388,9.5,30.9,10.17
SWZ,2003,2436,9.7,31.4,10.07
SWZ,2004,2469,9.9,31.9,9.96
SWZ,2005,2372,10.2,32.5,10.08
SWZ,2006,2325,10.4,33,10.24
SWZ,2007,2310,10.6,33.5,10.43
SWZ,2008,2257,10.9,34.1,10.61
SWZ,2009,2249,11.1,34.6,10.81
SWZ,2010,2284,11.4,35.1,11.16
SWZ,2011,2283,11.7,35.7,11.53
SWZ,2012,2293,12,36.2,11.81
SWZ,2013,2329,12.4,36.8,12.15
SWZ,2014,2375,12.7,37.3,12.61
SWZ,2015,2382,13.1,37.9,13.05
SWZ,2016,2390,13.5,38.4,13.49
ETH,1993,1508,1.1,11.8,1.28
ETH,1994,1545,1.2,12.1,1.28
ETH,1995,1571,1.2,12.4,1.27
ETH,1996,1655,1.3,12.7,1.27
ETH,1997,1684,1.4,13.1,1.28
ETH,1998,1684,1.4,13.4,1.3
ETH,1999,1727,1.5,13.7,1.28
ETH,2000,1786,1.6,14.1,1.27
ETH,2001,1829,1.7,14.4,1.34
ETH,2002,1844,1.8,14.8,1.37
ETH,2003,1884,1.8,15.2,1.42
ETH,2004,1882,1.9,15.5,1.49
ETH,2005,1978,2,15.9,1.56
ETH,2006,1967,2.2,16.3,1.65
ETH,2007,1957,2.3,16.7,1.77
ETH,2008,2018,2.4,17.1,1.9
ETH,2009,2052,2.5,17.6,2.04
ETH,2010,2080,2.7,18,2.18
ETH,2011,2103,2.8,18.5,2.33
ETH,2012,2124,2.9,18.9,2.49
ETH,2013,2131,3.1,19.4,2.64
ETH,2014,2250,3.3,19.9,2.8
ETH,2015,2280,3.4,20.4,2.97
ETH,2016,2324,3.6,20.9,3.15
ETH,1990,,1,10.9,1.24
ETH,1991,,1,11.2,1.27
ETH,1992,,1.1,11.5,1.28
FJI,1990,2683,13.5,45.3,18.94
FJI,1991,2722,14.1,46.1,19.59
FJI,1992,2739,14.6,46.9,20.31
FJI,1993,2854,15.2,47.7,21
FJI,1994,2796,15.8,48.6,21.83
FJI,1995,2742,16.4,49.4,22.65
FJI,1996,2824,17,50.3,23.33
FJI,1997,2845,17.6,51.1,23.98
FJI,1998,2830,18.1,51.9,24.45
FJI,1999,2835,18.7,52.6,25.16
FJI,2000,2830,19.4,53.4,25.79
FJI,2001,2876,20,54.1,25.92
FJI,2002,2902,20.7,54.8,26.25
FJI,2003,2892,21.5,55.5,26.88
FJI,2004,2901,22.2,56.2,27.25
FJI,2005,2941,22.8,56.8,27.83
FJI,2006,2949,23.4,57.5,27.73
FJI,2007,2924,24,58.1,27.61
FJI,2008,2948,24.6,58.8,27.6
FJI,2009,2916,25.2,59.4,27.23
FJI,2010,2914,25.8,60.1,27.01
FJI,2011,2923,26.5,60.7,26.99
FJI,2012,2931,27.2,61.3,26.94
FJI,2013,2943,27.9,62,26.95
FJI,2014,2751,28.6,62.6,26.9
FJI,2015,2783,29.3,63.2,26.88
FJI,2016,2731,30,63.8,26.83
FIN,1990,3145,13.3,46.1,9.45
FIN,1991,3107,13.8,46.8,9.4
FIN,1992,3190,14.3,47.5,9.38
FIN,1993,3038,14.8,48.1,9.34
FIN,1994,2989,15.3,48.7,9.28
FIN,1995,3031,15.8,49.3,9.26
FIN,1996,3017,16.3,49.8,9.17
FIN,1997,3150,16.8,50.4,9.15
FIN,1998,3177,17.3,50.9,9.12
FIN,1999,3173,17.7,51.4,9.09
FIN,2000,3151,18.2,51.9,9.1
FIN,2001,3171,18.6,52.3,9.11
FIN,2002,3152,19.1,52.8,9.18
FIN,2003,3154,19.5,53.2,9.24
FIN,2004,3188,20,53.6,9.31
FIN,2005,3201,20.4,54,9.35
FIN,2006,3237,20.8,54.4,9.34
FIN,2007,3281,21.2,54.8,9.34
FIN,2008,3236,21.6,55.2,9.36
FIN,2009,3233,22,55.5,9.37
FIN,2010,3280,22.4,55.9,9.39
FIN,2011,3305,22.8,56.2,9.42
FIN,2012,3323,23.2,56.6,9.47
FIN,2013,3368,23.6,56.9,9.54
FIN,2014,3320,24,57.2,9.59
FIN,2015,3333,24.5,57.6,9.65
FIN,2016,3339,24.9,57.9,9.68
FRA,1990,3506,13,47.1,6.21
FRA,1991,3541,13.3,47.6,6.21
FRA,1992,3549,13.7,48.1,6.22
FRA,1993,3543,14,48.6,6.25
FRA,1994,3512,14.4,49.1,6.29
FRA,1995,3534,14.8,49.6,6.36
FRA,1996,3519,15.2,50.1,6.46
FRA,1997,3547,15.6,50.6,6.57
FRA,1998,3593,16,51.1,6.7
FRA,1999,3604,16.4,51.6,6.82
FRA,2000,3605,16.8,52.1,6.92
FRA,2001,3640,17.3,52.6,7.01
FRA,2002,3656,17.7,53.1,7.1
FRA,2003,3587,18.1,53.5,7.17
FRA,2004,3555,18.5,54,7.25
FRA,2005,3538,18.9,54.5,7.31
FRA,2006,3513,19.3,55,7.34
FRA,2007,3466,19.7,55.4,7.36
FRA,2008,3551,20,55.9,7.37
FRA,2009,3530,20.4,56.4,7.38
FRA,2010,3536,20.8,56.8,7.38
FRA,2011,3514,21.2,57.3,7.4
FRA,2012,3460,21.6,57.7,7.42
FRA,2013,3482,22,58.2,7.45
FRA,2014,3411,22.4,58.6,7.46
FRA,2015,3488,22.8,59,7.48
FRA,2016,3532,23.2,59.5,7.48
GAB,1990,2355,5.5,23.4,5.43
GAB,1991,2558,5.8,24.1,5.65
GAB,1992,2499,6,24.9,5.9
GAB,1993,2536,6.3,25.6,6.06
GAB,1994,2463,6.6,26.3,6.33
GAB,1995,2547,6.9,27,6.63
GAB,1996,2634,7.2,27.8,6.83
GAB,1997,2626,7.5,28.5,7.08
GAB,1998,2659,7.8,29.2,7.29
GAB,1999,2711,8,29.9,7.47
GAB,2000,2716,8.3,30.5,7.69
GAB,2001,2695,8.6,31.2,7.92
GAB,2002,2644,8.9,31.9,8.09
GAB,2003,2661,9.2,32.5,8.36
GAB,2004,2676,9.5,33.2,8.64
GAB,2005,2715,9.8,33.8,8.97
GAB,2006,2716,10.1,34.4,9.28
GAB,2007,2711,10.4,35,9.41
GAB,2008,2653,10.7,35.6,9.55
GAB,2009,2699,11,36.2,9.68
GAB,2010,2732,11.3,36.8,9.76
GAB,2011,2772,11.7,37.4,9.94
GAB,2012,2795,12,37.9,10.2
GAB,2013,2830,12.3,38.5,10.47
GAB,2014,2754,12.7,39.1,10.79
GAB,2015,2749,13.1,39.6,11.08
GAB,2016,2691,13.4,40.2,11.32
GMB,1990,2522,2,15.1,3.02
GMB,1991,2546,2.2,15.7,3.14
GMB,1992,2498,2.4,16.2,3.26
GMB,1993,2467,2.5,16.8,3.31
GMB,1994,2380,2.7,17.3,3.36
GMB,1995,2393,2.9,17.9,3.68
GMB,1996,2391,3.1,18.5,3.58
GMB,1997,2476,3.3,19.1,3.65
GMB,1998,2357,3.5,19.8,3.95
GMB,1999,2512,3.7,20.4,4.27
GMB,2000,2590,3.9,21,4.17
GMB,2001,2521,4.1,21.7,4.2
GMB,2002,2455,4.3,22.3,4.34
GMB,2003,2455,4.6,23,4.56
GMB,2004,2465,4.9,23.6,4.98
GMB,2005,2442,5.1,24.3,5.19
GMB,2006,2397,5.4,25,5.28
GMB,2007,2535,5.7,25.7,5.45
GMB,2008,2589,6,26.4,5.47
GMB,2009,2621,6.3,27.1,5.75
GMB,2010,2674,6.7,27.7,5.87
GMB,2011,2692,7,28.4,5.63
GMB,2012,2652,7.3,29.1,5.8
GMB,2013,2628,7.7,29.8,6.02
GMB,2014,2593,8,30.5,6.52
GMB,2015,2544,8.4,31.2,6.5
GMB,2016,2545,8.7,31.9,6.93
GEO,1992,1928,11.7,40.6,15.18
GEO,1993,1914,12.1,41.1,14.92
GEO,1994,1957,12.4,41.6,15.81
GEO,1995,2388,12.7,42.1,15.85
GEO,1996,2544,13.1,42.5,15.96
GEO,1997,2648,13.4,43,15.98
GEO,1998,2606,13.7,43.4,16
GEO,1999,2607,14.1,43.9,16.14
GEO,2000,2566,14.4,44.4,16.24
GEO,2001,2638,14.8,44.8,16.21
GEO,2002,2750,15.1,45.4,16.17
GEO,2003,2864,15.5,45.9,16.25
GEO,2004,2902,15.9,46.4,16.25
GEO,2005,2983,16.4,47,16.33
GEO,2006,2864,16.9,47.6,16.44
GEO,2007,2900,17.3,48.2,16.72
GEO,2008,2975,17.9,48.8,16.48
GEO,2009,2947,18.4,49.4,16.78
GEO,2010,2845,19,50.1,16.68
GEO,2011,2805,19.7,50.8,16.71
GEO,2012,2839,20.3,51.4,16.74
GEO,2013,2905,21,52.1,16.73
GEO,2014,2797,21.7,52.8,16.59
GEO,2015,2817,22.5,53.5,16.46
GEO,2016,2821,23.3,54.2,16.71
GEO,1990,,11.1,39.6,15.03
GEO,1991,,11.4,40.1,15.2
DEU,1990,3261,14,46,10.83
DEU,1991,3323,14.4,46.6,10.85
DEU,1992,3392,14.8,47.1,10.89
DEU,1993,3202,15.2,47.6,10.93
DEU,1994,3213,15.6,48.1,10.91
DEU,1995,3249,16.1,48.6,10.86
DEU,1996,3297,16.5,49.1,10.81
DEU,1997,3176,17,49.5,10.75
DEU,1998,3285,17.5,50,10.68
DEU,1999,3279,17.9,50.4,10.64
DEU,2000,3336,18.4,50.8,10.59
DEU,2001,3363,18.8,51.2,10.59
DEU,2002,3427,19.2,51.6,10.6
DEU,2003,3390,19.7,52,10.61
DEU,2004,3411,20.1,52.4,10.61
DEU,2005,3450,20.5,52.7,10.61
DEU,2006,3466,21,53.1,10.61
DEU,2007,3527,21.4,53.5,10.62
DEU,2008,3517,21.9,53.9,10.62
DEU,2009,3515,22.3,54.2,10.62
DEU,2010,3504,22.8,54.6,10.65
DEU,2011,3538,23.3,54.9,10.66
DEU,2012,3501,23.7,55.3,10.7
DEU,2013,3499,24.2,55.7,10.74
DEU,2014,3541,24.7,56,10.75
DEU,2015,3567,25.2,56.4,10.79
DEU,2016,3557,25.7,56.8,10.77
GHA,1990,1729,2.7,16.5,2.83
GHA,1991,2090,2.9,17,2.98
GHA,1992,2118,3,17.5,3.15
GHA,1993,2279,3.2,18,3.3
GHA,1994,2312,3.4,18.5,3.42
GHA,1995,2351,3.6,19.1,3.6
GHA,1996,2377,3.8,19.6,3.8
GHA,1997,2395,4,20.2,4
GHA,1998,2427,4.2,20.7,4.23
GHA,1999,2465,4.5,21.3,4.44
GHA,2000,2510,4.7,21.9,4.65
GHA,2001,2564,5,22.6,4.88
GHA,2002,2655,5.2,23.2,5.12
GHA,2003,2669,5.5,23.8,5.34
GHA,2004,2682,5.8,24.5,5.59
GHA,2005,2751,6.1,25.1,5.88
GHA,2006,2824,6.3,25.8,6.21
GHA,2007,2803,6.6,26.4,6.58
GHA,2008,2950,7,27.1,6.85
GHA,2009,3032,7.3,27.7,7.17
GHA,2010,3077,7.6,28.3,7.48
GHA,2011,3002,7.9,29,7.82
GHA,2012,3043,8.3,29.6,8.1
GHA,2013,3016,8.6,30.2,8.35
GHA,2014,2982,9,30.8,8.62
GHA,2015,2922,9.3,31.4,8.96
GHA,2016,2902,9.7,32,9.35
GRC,1990,3540,15.9,49.9,9.64
GRC,1991,3538,16.2,50.4,9.71
GRC,1992,3605,16.6,51,9.8
GRC,1993,3546,17,51.5,9.83
GRC,1994,3580,17.3,52,9.86
GRC,1995,3515,17.7,52.6,9.89
GRC,1996,3510,18.1,53.1,9.97
GRC,1997,3515,18.4,53.6,10
GRC,1998,3535,18.8,54.1,10.03
GRC,1999,3625,19.2,54.5,10.06
GRC,2000,3602,19.6,55,10.09
GRC,2001,3614,20,55.5,10.15
GRC,2002,3639,20.5,56,10.2
GRC,2003,3651,20.9,56.5,10.3
GRC,2004,3719,21.4,56.9,10.38
GRC,2005,3593,21.9,57.4,10.4
GRC,2006,3485,22.4,57.9,10.49
GRC,2007,3511,22.8,58.4,10.6
GRC,2008,3519,23.3,58.8,10.62
GRC,2009,3505,23.9,59.3,10.69
GRC,2010,3442,24.4,59.7,10.72
GRC,2011,3427,24.9,60.2,10.75
GRC,2012,3404,25.4,60.6,10.77
GRC,2013,3400,25.9,61,10.73
GRC,2014,3439,26.4,61.5,10.64
GRC,2015,3396,26.9,61.9,10.54
GRC,2016,3336,27.4,62.3,10.52
GRD,1990,2495,8.8,33.7,8.82
GRD,1991,2461,9.2,34.3,9.19
GRD,1992,2456,9.5,34.9,9.43
GRD,1993,2477,9.7,35.6,9.85
GRD,1994,2440,10,36.3,10.19
GRD,1995,2400,10.3,37,10.5
GRD,1996,2379,10.6,37.7,10.73
GRD,1997,2397,11,38.4,10.91
GRD,1998,2324,11.4,39.1,11.06
GRD,1999,2251,11.8,39.8,10.87
GRD,2000,2220,12.2,40.6,10.93
GRD,2001,2291,12.5,41.3,11.13
GRD,2002,2307,12.9,42,11.33
GRD,2003,2313,13.3,42.7,11.52
GRD,2004,2378,13.6,43.4,11.46
GRD,2005,2370,14,44.1,11.78
GRD,2006,2400,14.4,44.7,11.88
GRD,2007,2395,14.9,45.4,12.11
GRD,2008,2426,15.3,46.1,12.39
GRD,2009,2434,15.8,46.7,12.58
GRD,2010,2432,16.3,47.4,12.73
GRD,2011,2424,16.9,48,12.94
GRD,2012,2440,17.5,48.7,13.47
GRD,2013,2447,18.1,49.4,13.48
GRD,2014,2366,18.7,50,13.48
GRD,2015,2382,19.4,50.7,13.5
GRD,2016,2433,20.2,51.4,13.54
GTM,1990,2355,7.8,37.2,2.71
GTM,1991,2320,8.1,38,2.89
GTM,1992,2281,8.4,38.7,3.08
GTM,1993,2335,8.7,39.4,3.28
GTM,1994,2361,9.1,40.2,3.44
GTM,1995,2276,9.4,40.9,3.51
GTM,1996,2244,9.8,41.7,3.62
GTM,1997,2131,10.1,42.4,3.78
GTM,1998,2155,10.5,43.2,3.95
GTM,1999,2141,10.9,43.9,4.13
GTM,2000,2160,11.3,44.7,4.32
GTM,2001,2218,11.7,45.4,4.49
GTM,2002,2359,12.1,46.1,4.76
GTM,2003,2345,12.5,46.9,5.04
GTM,2004,2324,12.9,47.6,5.35
GTM,2005,2383,13.3,48.3,5.56
GTM,2006,2415,13.8,49,5.9
GTM,2007,2447,14.2,49.7,6.23
GTM,2008,2378,14.7,50.4,6.51
GTM,2009,2459,15.2,51.1,6.87
GTM,2010,2431,15.6,51.8,7.33
GTM,2011,2485,16.1,52.5,7.73
GTM,2012,2416,16.6,53.2,8.1
GTM,2013,2419,17.1,53.9,8.43
GTM,2014,2447,17.7,54.6,8.75
GTM,2015,2502,18.2,55.3,9.01
GTM,2016,2504,18.8,55.9,9.19
GIN,1990,2430,2,14.3,2.47
GIN,1991,2421,2.1,14.7,2.53
GIN,1992,2449,2.2,15.1,2.57
GIN,1993,2432,2.3,15.5,2.64
GIN,1994,2412,2.4,15.8,2.7
GIN,1995,2377,2.5,16.2,2.74
GIN,1996,2352,2.7,16.6,2.81
GIN,1997,2293,2.8,17.1,2.89
GIN,1998,2263,2.9,17.5,2.96
GIN,1999,2323,3.1,17.9,3.03
GIN,2000,2359,3.2,18.4,3.06
GIN,2001,2330,3.4,18.8,3.16
GIN,2002,2357,3.5,19.3,3.27
GIN,2003,2400,3.7,19.7,3.35
GIN,2004,2426,3.8,20.2,3.44
GIN,2005,2443,4,20.7,3.54
GIN,2006,2503,4.2,21.2,3.66
GIN,2007,2505,4.4,21.7,3.76
GIN,2008,2534,4.6,22.2,3.87
GIN,2009,2546,4.8,22.7,3.99
GIN,2010,2550,5,23.3,4.12
GIN,2011,2546,5.3,23.8,4.22
GIN,2012,2561,5.5,24.4,4.31
GIN,2013,2566,5.8,24.9,4.39
GIN,2014,2648,6,25.5,4.37
GIN,2015,2716,6.3,26.1,4.54
GIN,2016,2742,6.6,26.6,4.72
GNB,1990,2249,2,14.1,2.36
GNB,1991,2319,2.1,14.7,2.46
GNB,1992,2373,2.3,15.2,2.56
GNB,1993,2307,2.4,15.7,2.65
GNB,1994,2340,2.6,16.3,2.74
GNB,1995,2336,2.7,16.8,2.85
GNB,1996,2251,2.9,17.4,2.88
GNB,1997,2185,3.1,18,3
GNB,1998,2152,3.2,18.5,3.05
GNB,1999,2160,3.4,19.1,3.14
GNB,2000,2250,3.6,19.7,3.35
GNB,2001,2275,3.9,20.3,3.43
GNB,2002,2272,4.1,20.9,3.53
GNB,2003,2227,4.3,21.5,3.61
GNB,2004,2257,4.5,22.1,3.72
GNB,2005,2273,4.8,22.7,3.76
GNB,2006,2253,5,23.3,3.9
GNB,2007,2293,5.3,24,4.04
GNB,2008,2304,5.6,24.6,4.17
GNB,2009,2278,5.9,25.2,4.32
GNB,2010,2346,6.2,25.9,4.44
GNB,2011,2336,6.5,26.6,4.55
GNB,2012,2331,6.8,27.2,4.67
GNB,2013,2292,7.1,27.9,4.77
GNB,2014,2171,7.5,28.6,4.86
GNB,2015,2180,7.8,29.3,5
GNB,2016,2201,8.2,29.9,5.14
GUY,1990,2358,7.3,32,11.16
GUY,1991,2367,7.5,32.5,11.22
GUY,1992,2414,7.8,33,11.22
GUY,1993,2462,8,33.5,11.31
GUY,1994,2534,8.3,34.1,11.19
GUY,1995,2583,8.6,34.6,11.23
GUY,1996,2590,9,35.2,11.6
GUY,1997,2675,9.5,35.9,11.95
GUY,1998,2676,10,36.5,12.16
GUY,1999,2677,10.5,37.2,12.51
GUY,2000,2733,11,37.9,13.26
GUY,2001,2758,11.4,38.6,13.19
GUY,2002,2730,11.9,39.3,13.35
GUY,2003,2711,12.3,40,13.45
GUY,2004,2686,12.7,40.8,13.6
GUY,2005,2687,13.1,41.5,13.67
GUY,2006,2660,13.5,42.3,13.84
GUY,2007,2660,14,43,14.13
GUY,2008,2599,14.4,43.7,14.21
GUY,2009,2623,14.9,44.5,14.24
GUY,2010,2643,15.4,45.2,14.35
GUY,2011,2637,16,45.9,14.43
GUY,2012,2728,16.6,46.6,14.51
GUY,2013,2764,17.3,47.3,14.5
GUY,2014,2791,17.9,48,14.74
